timestamp,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power
2025-05-23T16:17:48.806433,257.6093565300547,237.7259664136401,237.7259664136401,349.9147799075381,51.77893003809112,,,5,4
2025-05-23T16:17:49.807056,237.7259664136401,237.7259664136401,237.7259664136401,312.3756795479892,51.88816801039644,,,6,4
2025-05-23T16:17:50.807816,246.77142210188606,246.77142210188606,246.77142210188606,312.3756795479892,51.99757255353518,,,5,4
2025-05-23T16:17:51.808499,237.7259664136401,246.77142210188606,246.77142210188606,312.3756795479892,53.43559189072295,,,9,5
2025-05-23T16:17:52.809242,237.7259664136401,257.6093565300547,229.99710509039915,312.3756795479892,53.996859838013734,,,8,4
2025-05-23T16:17:53.811777,229.99710509039915,237.7259664136401,237.7259664136401,312.3756795479892,53.996859838013734,,,8,4
2025-05-23T16:17:54.815223,246.77142210188606,237.7259664136401,237.7259664136401,312.3756795479892,53.996859838013734,,,9,5
2025-05-23T16:17:55.815882,246.77142210188606,257.6093565300547,237.7259664136401,349.9147799075381,53.771784554256044,,,2,2
2025-05-23T16:17:56.819217,257.6093565300547,246.77142210188606,229.99710509039915,349.9147799075381,53.88422654553801,,,3,3
2025-05-23T16:17:57.819870,257.6093565300547,246.77142210188606,237.7259664136401,223.2723686655072,53.771784554256044,,,38,11
2025-05-23T16:17:58.820530,237.7259664136401,246.77142210188606,237.7259664136401,349.9147799075381,53.771784554256044,,,1,2
2025-05-23T16:17:59.821181,246.77142210188606,257.6093565300547,229.99710509039915,312.3756795479892,53.996859838013734,,,8,4
2025-05-23T16:18:00.821826,237.7259664136401,237.7259664136401,217.33631712495702,349.9147799075381,53.996859838013734,,,2,2
2025-05-23T16:18:01.822464,237.7259664136401,246.77142210188606,229.99710509039915,426.52186008440685,53.88422654553801,,,0,2
2025-05-23T16:18:02.823160,237.7259664136401,246.77142210188606,246.77142210188606,426.52186008440685,54.10968589664827,,,0,1
2025-05-23T16:18:03.823841,237.7259664136401,257.6093565300547,229.99710509039915,426.52186008440685,54.22270619676328,,,0,2
2025-05-23T16:18:04.824486,237.7259664136401,237.7259664136401,237.7259664136401,426.52186008440685,54.10968589664827,,,0,2
2025-05-23T16:18:05.825116,246.77142210188606,229.99710509039915,237.7259664136401,,54.10968589664827,,,0,1
2025-05-23T16:18:06.825783,237.7259664136401,237.7259664136401,246.77142210188606,202.90488101178903,54.10968589664827,,,43,13
2025-05-23T16:18:07.826455,237.7259664136401,246.77142210188606,237.7259664136401,257.6093565300547,54.10968589664827,,,22,8
2025-05-23T16:18:08.827175,257.6093565300547,257.6093565300547,237.7259664136401,,53.996859838013734,,,0,1
2025-05-23T16:18:09.831206,246.77142210188606,237.7259664136401,237.7259664136401,349.9147799075381,53.88422654553801,,,3,3
2025-05-23T16:18:10.831852,237.7259664136401,257.6093565300547,229.99710509039915,426.52186008440685,53.996859838013734,,,0,2
2025-05-23T16:18:11.832496,237.7259664136401,246.77142210188606,229.99710509039915,349.9147799075381,53.996859838013734,,,10,5
2025-05-23T16:18:12.833653,246.77142210188606,246.77142210188606,229.99710509039915,349.9147799075381,53.88422654553801,,,2,3
2025-05-23T16:18:13.834469,237.7259664136401,246.77142210188606,237.7259664136401,,53.996859838013734,,,0,2
